Advisory,Impact,CVE,Last Updated,Version
"Cisco Firepower Threat Defense Software SMB Protocol Snort 3 Detection Engine Bypass and Denial of Service Vulnerability
Medium
CVE-2023-20270
2023 Nov 01 1.0",Medium,CVE-2023-20270,2023 Nov 01,1.0
"Cisco Firepower Management Center Software Cross-Site Scripting Vulnerabilities
Medium
CVE-2023-20005
CVE-2023-20041 ...
2023 Nov 01 1.0",Medium,"CVE-2023-20005
CVE-2023-20041 ...",2023 Nov 01,1.0
"Cisco Firepower Management Center Software Arbitrary File Download Vulnerability
Medium
CVE-2023-20114
2023 Nov 01 1.0",Medium,CVE-2023-20114,2023 Nov 01,1.0
"Cisco Meeting Server Web Bridge Denial of Service Vulnerability
Medium
CVE-2023-20255
2023 Nov 01 1.0",Medium,CVE-2023-20255,2023 Nov 01,1.0
"Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software AnyConnect SSL/TLS VPN Denial of Service Vulnerability
Medium
CVE-2023-20042
2023 Nov 01 1.0",Medium,CVE-2023-20042,2023 Nov 01,1.0
"Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software SAML Assertion Hijack Vulnerability
Medium
CVE-2023-20264
2023 Nov 01 1.0",Medium,CVE-2023-20264,2023 Nov 01,1.0
"Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software Remote Access SSL VPN Multiple Certificate Authentication Bypass Vulnerability
Medium
CVE-2023-20247
2023 Nov 01 1.0",Medium,CVE-2023-20247,2023 Nov 01,1.0
"Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software AnyConnect Access Control List Bypass Vulnerabilities
Medium
CVE-2023-20245
CVE-2023-20256
2023 Nov 01 1.0",Medium,"CVE-2023-20245
CVE-2023-20256",2023 Nov 01,1.0
"Cisco Catalyst SD-WAN Manager Vulnerabilities
Critical
CVE-2023-20034
CVE-2023-20252 ...
2023 Oct 25 1.3",Critical,"CVE-2023-20034
CVE-2023-20252 ...",2023 Oct 25,1.3
"Cisco Network Services Orchestrator CLI Secure Shell Server Privilege Escalation Vulnerability
High
CVE-2021-1572
2023 Oct 25 2.1",High,CVE-2021-1572,2023 Oct 25,2.1
"Cisco Firepower Threat Defense Software for Cisco Firepower 2100 Series Firewalls Inspection Rules Denial of Service Vulnerability
High
CVE-2023-20244
2023 Nov 01 1.0",High,CVE-2023-20244,2023 Nov 01,1.0
"Cisco IOS XR Software Image Verification Vulnerability
Medium
CVE-2023-20135
2023 Sep 13 1.0",Medium,CVE-2023-20135,2023 Sep 13,1.0
"Cisco IOS XR Software Connectivity Fault Management Denial of Service Vulnerability
Medium
CVE-2023-20233
2023 Sep 13 1.0",Medium,CVE-2023-20233,2023 Sep 13,1.0
"Cisco IOS XR Software Access Control List Bypass Vulnerability
Medium
CVE-2023-20191
2023 Sep 13 1.0",Medium,CVE-2023-20191,2023 Sep 13,1.0
"Cisco IOS XR Software Compression ACL Bypass Vulnerability
Medium
CVE-2023-20190
2023 Sep 13 1.0",Medium,CVE-2023-20190,2023 Sep 13,1.0
"Cisco IOS XR Software Model-Driven Programmability Behavior with AAA Authorization
Informational
2023 Sep 13 1.0",Informational,,2023 Sep 13,1.0
"Cisco BroadWorks Application Delivery Platform and Xtended Services Platform Authentication Bypass Vulnerability
Critical
CVE-2023-20238
2023 Sep 06 1.0",Critical,CVE-2023-20238,2023 Sep 06,1.0
"Cisco Identity Services Engine RADIUS Denial of Service Vulnerability
High
CVE-2023-20243
2023 Sep 06 1.0",High,CVE-2023-20243,2023 Sep 06,1.0
"Cisco Small Business RV110W, RV130, RV130W, and RV215W Routers Stack Overflow Vulnerability
Medium
CVE-2023-20250
2023 Sep 06 1.0",Medium,CVE-2023-20250,2023 Sep 06,1.0
"Cisco HyperFlex HX Data Platform Open Redirect Vulnerability
Medium
CVE-2023-20263
2023 Sep 06 1.0",Medium,CVE-2023-20263,2023 Sep 06,1.0
"Cisco BroadWorks CommPilot Application Software Cross-Site Scripting Vulnerability
Medium
CVE-2023-20204
2023 Aug 30 1.1",Medium,CVE-2023-20204,2023 Aug 30,1.1
"Cisco Unified Communications Products Privilege Escalation Vulnerability
Medium
CVE-2023-20266
2023 Aug 30 1.0",Medium,CVE-2023-20266,2023 Aug 30,1.0
"ClamAV HFS+ File Scanning Infinite Loop Denial of Service Vulnerability
High
CVE-2023-20197
2023 Aug 25 1.1",High,CVE-2023-20197,2023 Aug 25,1.1
"Cisco NX-OS Software TACACS+ or RADIUS Remote Authentication Directed Request Denial of Service Vulnerability
High
CVE-2023-20168
2023 Aug 23 1.0",High,CVE-2023-20168,2023 Aug 23,1.0
"Cisco Nexus 3000 and 9000 Series Switches IS-IS Protocol Denial of Service Vulnerability
High
CVE-2023-20169
2023 Aug 23 1.0",High,CVE-2023-20169,2023 Aug 23,1.0
"Cisco Firepower 4100 Series, Firepower 9300 Security Appliances, and UCS 6300 Series Fabric Interconnects SNMP Denial of Service Vulnerability
High
CVE-2023-20200
2023 Aug 23 1.0",High,CVE-2023-20200,2023 Aug 23,1.0
"Cisco Nexus 3000 and 9000 Series Switches SFTP Server File Access Vulnerability
Medium
CVE-2023-20115
2023 Aug 23 1.0",Medium,CVE-2023-20115,2023 Aug 23,1.0
"Cisco FXOS Software Arbitrary File Write Vulnerability
Medium
CVE-2023-20234
2023 Aug 23 1.0",Medium,CVE-2023-20234,2023 Aug 23,1.0
"Cisco Application Policy Infrastructure Controller Unauthorized Policy Actions Vulnerability
Medium
CVE-2023-20230
2023 Aug 23 1.0",Medium,CVE-2023-20230,2023 Aug 23,1.0
"Cisco ThousandEyes Enterprise Agent Virtual Appliance Privilege Escalation Vulnerability
High
CVE-2023-20224
2023 Aug 17 1.1",High,CVE-2023-20224,2023 Aug 17,1.1
"Cisco ThousandEyes Enterprise Agent Virtual Appliance Privilege Escalation Vulnerability
Medium
CVE-2023-20217
2023 Aug 17 1.1",Medium,CVE-2023-20217,2023 Aug 17,1.1
"Cisco Duo Device Health Application for Windows Arbitrary File Write Vulnerability
High
CVE-2023-20229
2023 Aug 16 1.0",High,CVE-2023-20229,2023 Aug 16,1.0
"Cisco Unified Communications Manager SQL Injection Vulnerability
High
CVE-2023-20211
2023 Aug 16 1.0",High,CVE-2023-20211,2023 Aug 16,1.0
"ClamAV AutoIt Module Denial of Service Vulnerability
High
CVE-2023-20212
2023 Aug 16 1.0",High,CVE-2023-20212,2023 Aug 16,1.0
"Cisco Umbrella Virtual Appliance Undocumented Support Tunnel Vulnerability
Medium
CVE-2017-6679
2023 Aug 16 1.0",Medium,CVE-2017-6679,2023 Aug 16,1.0
"Cisco Unified Contact Center Express Finesse Portal Web Cache Poisoning Vulnerability
Medium
CVE-2023-20232
2023 Aug 16 1.0",Medium,CVE-2023-20232,2023 Aug 16,1.0
"Cisco Prime Infrastructure and Evolved Programmable Network Manager Stored Cross-Site Scripting Vulnerability
Medium
CVE-2023-20222
2023 Aug 16 1.0",Medium,CVE-2023-20222,2023 Aug 16,1.0
"Cisco Prime Infrastructure and Evolved Programmable Network Manager Cross-Site Scripting Vulnerabilities
Medium
CVE-2023-20201
CVE-2023-20203 ...
2023 Aug 16 1.0",Medium,"CVE-2023-20201
CVE-2023-20203 ...",2023 Aug 16,1.0
"Cisco Intersight Private Virtual Appliance Command Injection Vulnerabilities
Medium
CVE-2023-20013
CVE-2023-20017
2023 Aug 16 1.0",Medium,"CVE-2023-20013
CVE-2023-20017",2023 Aug 16,1.0
"Cisco Identity Services Engine Device Credential Information Disclosure Vulnerability
Medium
CVE-2023-20111
2023 Aug 16 1.0",Medium,CVE-2023-20111,2023 Aug 16,1.0
"Cisco IP Phone 6800, 7800, and 8800 Series with Multiplatform Firmware Cross-Site Request Forgery Vulnerability
Medium
CVE-2023-20221
2023 Aug 16 1.0",Medium,CVE-2023-20221,2023 Aug 16,1.0
"Cisco Intersight Virtual Appliance Unauthenticated Port Forwarding Vulnerability
Medium
CVE-2023-20237
2023 Aug 16 1.0",Medium,CVE-2023-20237,2023 Aug 16,1.0
"Cisco Expressway Series and Cisco TelePresence Video Communication Server Command Injection Vulnerability
Medium
CVE-2023-20209
2023 Aug 16 1.0",Medium,CVE-2023-20209,2023 Aug 16,1.0
"Cisco Unified Communications Products Cross-Site Scripting Vulnerability
Medium
CVE-2023-20242
2023 Aug 16 1.0",Medium,CVE-2023-20242,2023 Aug 16,1.0
"Bypassing Tunnels: Leaking VPN Client Traffic by Abusing Routing Tables Affecting Cisco AnyConnect Secure Mobility Client and Cisco Secure Client
Informational
CVE-2023-36672
CVE-2023-36673
2023 Aug 08 1.0",Informational,"CVE-2023-36672
CVE-2023-36673",2023 Aug 08,1.0
"Cisco Unified Communications Products Arbitrary File Read Vulnerability
Medium
CVE-2022-20790
2023 Aug 02 1.1",Medium,CVE-2022-20790,2023 Aug 02,1.1
"Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software ACLs Not Installed upon Reload
Informational
2023 Jul 27 1.1",Informational,,2023 Jul 27,1.1
"Cisco BroadWorks Privilege Escalation Vulnerability
Medium
CVE-2023-20216
2023 Jul 20 1.1",Medium,CVE-2023-20216,2023 Jul 20,1.1
"Cisco Small Business SPA500 Series IP Phones Web UI Vulnerabilities
Medium
CVE-2023-20181
CVE-2023-20218
2023 Jul 19 1.0",Medium,"CVE-2023-20181
CVE-2023-20218",2023 Jul 19,1.0
"Cisco Secure Email Gateway, Cisco Secure Email and Web Manager, and Cisco Secure Web Appliance Cross-Site Scripting Vulnerabilities
Medium
CVE-2023-20028
CVE-2023-20119 ...
2023 Jul 11 1.2",Medium,"CVE-2023-20028
CVE-2023-20119 ...",2023 Jul 11,1.2
"Cisco ACI Multi-Site CloudSec Encryption Information Disclosure Vulnerability
High
CVE-2023-20185
2023 Jul 08 1.1",High,CVE-2023-20185,2023 Jul 08,1.1
"Cisco Duo Authentication Proxy Information Disclosure Vulnerability
Medium
CVE-2023-20207
2023 Jul 07 1.1",Medium,CVE-2023-20207,2023 Jul 07,1.1
"Cisco AnyConnect Secure Mobility Client Software for Windows and Cisco Secure Client Software for Windows Privilege Escalation Vulnerability
High
CVE-2023-20178
2023 Jul 05 1.4",High,CVE-2023-20178,2023 Jul 05,1.4
"Cisco Webex Meetings Web UI Vulnerabilities
Medium
CVE-2023-20133
CVE-2023-20180
2023 Jul 05 1.0",Medium,"CVE-2023-20133
CVE-2023-20180",2023 Jul 05,1.0
"Cisco BroadWorks Privilege Escalation Vulnerability
Medium
CVE-2023-20210
2023 Jul 05 1.0",Medium,CVE-2023-20210,2023 Jul 05,1.0
"Cisco Duo Authentication for macOS and Duo Authentication for Windows Logon Offline Credentials Replay Vulnerability
Medium
CVE-2023-20123
2023 Jun 23 1.1",Medium,CVE-2023-20123,2023 Jun 23,1.1
"Cisco Duo Two-Factor Authentication for macOS Authentication Bypass Vulnerability
Medium
CVE-2023-20199
2023 Jun 21 1.0",Medium,CVE-2023-20199,2023 Jun 21,1.0
"Cisco SD-WAN Software Information Disclosure Vulnerability
Medium
CVE-2021-1546
2023 Jun 16 1.1",Medium,CVE-2021-1546,2023 Jun 16,1.1
"Cisco Expressway Series and Cisco TelePresence Video Communication Server Privilege Escalation Vulnerabilities
Critical
CVE-2023-20105
CVE-2023-20192
2023 Jun 07 1.0",Critical,"CVE-2023-20105
CVE-2023-20192",2023 Jun 07,1.0
"Cisco Unified Communications Manager IM & Presence Service Denial of Service Vulnerability
High
CVE-2023-20108
2023 Jun 07 1.0",High,CVE-2023-20108,2023 Jun 07,1.0
"Cisco Small Business 200, 300, and 500 Series Switches Web-Based Management Stored Cross-Site Scripting Vulnerability
Medium
CVE-2023-20188
2023 Jun 07 1.0",Medium,CVE-2023-20188,2023 Jun 07,1.0
"Cisco Unified Communications Manager Denial of Service Vulnerability
Medium
CVE-2023-20116
2023 Jun 07 1.0",Medium,CVE-2023-20116,2023 Jun 07,1.0
"Cisco Secure Workload Authenticated OpenAPI Privilege Escalation Vulnerability
Medium
CVE-2023-20136
2023 Jun 07 1.0",Medium,CVE-2023-20136,2023 Jun 07,1.0
"Cisco IOx Application Hosting Environment Command Injection Vulnerability
High
CVE-2023-20076
2023 Jun 01 1.5",High,CVE-2023-20076,2023 Jun 01,1.5
"Cisco Unified Intelligence Center Reflected Cross-Site Scripting Vulnerability
Medium
CVE-2023-20058
2023 May 30 1.2",Medium,CVE-2023-20058,2023 May 30,1.2
"Cisco Firepower Threat Defense Software CLI Arbitrary File Write Vulnerability
Medium
CVE-2021-34761
2023 May 26 1.1",Medium,CVE-2021-34761,2023 May 26,1.1
"Cisco Small Business Series Switches Buffer Overflow Vulnerabilities
Critical
CVE-2023-20024
CVE-2023-20156 ...
2023 May 17 1.0",Critical,"CVE-2023-20024
CVE-2023-20156 ...",2023 May 17,1.0
"Cisco IOS XE ROM Monitor Software for Catalyst Switches Information Disclosure Vulnerability
Medium
CVE-2022-20864
2023 May 17 1.1",Medium,CVE-2022-20864,2023 May 17,1.1
"Cisco Smart Software Manager On-Prem SQL Injection Vulnerability
Medium
CVE-2023-20110
2023 May 17 1.0",Medium,CVE-2023-20110,2023 May 17,1.0
"Cisco Identity Services Engine XML External Entity Injection Vulnerabilities
Medium
CVE-2023-20173
CVE-2023-20174
2023 May 17 1.0",Medium,"CVE-2023-20173
CVE-2023-20174",2023 May 17,1.0
"Cisco Identity Services Engine Path Traversal Vulnerabilities
Medium
CVE-2023-20166
CVE-2023-20167
2023 May 17 1.0",Medium,"CVE-2023-20166
CVE-2023-20167",2023 May 17,1.0
"Cisco Identity Services Engine Command Injection Vulnerabilities
Medium
CVE-2023-20163
CVE-2023-20164
2023 May 17 1.0",Medium,"CVE-2023-20163
CVE-2023-20164",2023 May 17,1.0
"Cisco Identity Services Engine Arbitrary File Download Vulnerabilities
Medium
CVE-2023-20077
CVE-2023-20087
2023 May 17 1.0",Medium,"CVE-2023-20077
CVE-2023-20087",2023 May 17,1.0
"Cisco Identity Services Engine Arbitrary File Delete and File Read Vulnerabilities
Medium
CVE-2023-20106
CVE-2023-20171 ...
2023 May 17 1.0",Medium,"CVE-2023-20106
CVE-2023-20171 ...",2023 May 17,1.0
"Cisco DNA Center Software API Vulnerabilities
Medium
CVE-2023-20182
CVE-2023-20183 ...
2023 May 17 1.0",Medium,"CVE-2023-20182
CVE-2023-20183 ...",2023 May 17,1.0
"Cisco Business Wireless Access Points Social Login Guest User Authentication Bypass Vulnerability
Medium
CVE-2023-20003
2023 May 17 1.0",Medium,CVE-2023-20003,2023 May 17,1.0
"Cisco Prime Infrastructure and Cisco Evolved Programmable Network Manager Vulnerabilities
Medium
CVE-2023-20127
CVE-2023-20129 ...
2023 May 15 1.2",Medium,"CVE-2023-20127
CVE-2023-20129 ...",2023 May 15,1.2
"Cisco IOS XE Software for Cisco Catalyst 9300 Series Switches Secure Boot Bypass Vulnerability
High
CVE-2023-20082
2023 May 11 1.1",High,CVE-2023-20082,2023 May 11,1.1
"Cisco IOS XE Software IOx Application Hosting Environment Privilege Escalation Vulnerability
High
CVE-2023-20065
2023 May 08 1.1",High,CVE-2023-20065,2023 May 08,1.1
"Cisco SPA112 2-Port Phone Adapters Remote Command Execution Vulnerability
Critical
CVE-2023-20126
2023 May 03 1.0",Critical,CVE-2023-20126,2023 May 03,1.0
"Cisco IP Phone 7800 and 8800 Series Cisco Discovery Protocol Stack Overflow Vulnerability
High
CVE-2022-20968
2023 Apr 27 1.1",High,CVE-2022-20968,2023 Apr 27,1.1
"Cisco Prime Collaboration Deployment Cross-Site Scripting Vulnerability
Medium
CVE-2023-20060
2023 Apr 26 1.0",Medium,CVE-2023-20060,2023 Apr 26,1.0
"SNMP Remote Code Execution Vulnerabilities in Cisco IOS and IOS XE Software
High
CVE-2017-6736
CVE-2017-6737 ...
2023 Apr 21 1.10",High,"CVE-2017-6736
CVE-2017-6737 ...",2023 Apr 21,1.10
"Cisco Industrial Network Director Vulnerabilities
Critical
CVE-2023-20036
CVE-2023-20039
2023 Apr 19 1.0",Critical,"CVE-2023-20036
CVE-2023-20039",2023 Apr 19,1.0
"Cisco Modeling Labs External Authentication Bypass Vulnerability
Critical
CVE-2023-20154
2023 Apr 19 1.0",Critical,CVE-2023-20154,2023 Apr 19,1.0
"Cisco StarOS Software Key-Based SSH Authentication Privilege Escalation Vulnerability
High
CVE-2023-20046
2023 Apr 19 1.0",High,CVE-2023-20046,2023 Apr 19,1.0
"Cisco BroadWorks Network Server TCP Denial of Service Vulnerability
High
CVE-2023-20125
2023 Apr 19 1.0",High,CVE-2023-20125,2023 Apr 19,1.0
"Cisco Packet Data Network Gateway IPsec ICMP Denial of Service Vulnerability
Medium
CVE-2023-20051
2023 Apr 19 1.1",Medium,CVE-2023-20051,2023 Apr 19,1.1
"Cisco SD-WAN vManage Software Arbitrary File Deletion Vulnerability
Medium
CVE-2023-20098
2023 Apr 19 1.0",Medium,CVE-2023-20098,2023 Apr 19,1.0
"Cisco TelePresence Collaboration Endpoint and RoomOS Arbitrary File Write Vulnerabilities
Medium
CVE-2023-20004
CVE-2023-20090 ...
2023 Apr 19 1.0",Medium,"CVE-2023-20004
CVE-2023-20090 ...",2023 Apr 19,1.0
"Cisco Prime Infrastructure and Evolved Programmable Network Manager Stored Cross-Site Scripting Vulnerability
Medium
CVE-2023-20069
2023 Apr 06 1.1",Medium,CVE-2023-20069,2023 Apr 06,1.1
"Cisco Secure Network Analytics Remote Code Execution Vulnerability
High
CVE-2023-20102
2023 Apr 05 1.0",High,CVE-2023-20102,2023 Apr 05,1.0
"Cisco Small Business RV320 and RV325 Dual Gigabit WAN VPN Routers Command Injection Vulnerabilities
High
CVE-2023-20117
CVE-2023-20128
2023 Apr 05 1.0",High,"CVE-2023-20117
CVE-2023-20128",2023 Apr 05,1.0
"Cisco Evolved Programmable Network Manager, Cisco Identity Services Engine, and Cisco Prime Infrastructure Command Injection Vulnerabilities
High
CVE-2023-20121
CVE-2023-20122
2023 Apr 05 1.0",High,"CVE-2023-20121
CVE-2023-20122",2023 Apr 05,1.0
"Cisco Small Business RV016, RV042, RV042G, RV082, RV320, and RV325 Routers Remote Command Execution Vulnerability
Medium
CVE-2023-20124
2023 Apr 05 1.1",Medium,CVE-2023-20124,2023 Apr 05,1.1
"Cisco Webex Meetings Web UI Vulnerabilities
Medium
CVE-2023-20132
CVE-2023-20134
2023 Apr 05 1.0",Medium,"CVE-2023-20132
CVE-2023-20134",2023 Apr 05,1.0
"Cisco Unified Contact Center Express Stored Cross-Site Scripting Vulnerability
Medium
CVE-2023-20096
2023 Apr 05 1.0",Medium,CVE-2023-20096,2023 Apr 05,1.0
"Cisco Secure Network Analytics Remote Code Execution Vulnerability
Medium
CVE-2023-20103
2023 Apr 05 1.0",Medium,CVE-2023-20103,2023 Apr 05,1.0
"Cisco Small Business RV016, RV042, RV042G, RV082 , RV320, and RV325 Routers Cross-Site Scripting Vulnerabilities
Medium
CVE-2023-20137
CVE-2023-20138 ...
2023 Apr 05 1.0",Medium,"CVE-2023-20137
CVE-2023-20138 ...",2023 Apr 05,1.0
"Cisco Identity Services Engine Command Injection Vulnerabilities
Medium
CVE-2023-20152
CVE-2023-20153
2023 Apr 05 1.0",Medium,"CVE-2023-20152
CVE-2023-20153",2023 Apr 05,1.0
"Cisco Meraki Local Status Page Configuration Hardening
Informational
2023 Apr 05 1.0",Informational,,2023 Apr 05,1.0
"Cisco Expressway Series and Cisco TelePresence Video Communication Server Vulnerabilities
Critical
CVE-2022-20812
CVE-2022-20813
2023 Apr 04 1.1",Critical,"CVE-2022-20812
CVE-2022-20813",2023 Apr 04,1.1
"Cisco IOS XR Software Bootloader Unauthenticated Information Disclosure Vulnerability
Medium
CVE-2023-20064
2023 Apr 04 1.2",Medium,CVE-2023-20064,2023 Apr 04,1.2
"Cisco Secure Network Analytics Remote Code Execution Vulnerability
Medium
CVE-2022-20797
2023 Apr 03 2.1",Medium,CVE-2022-20797,2023 Apr 03,2.1
"Cisco Secure Web Appliance Content Encoding Filter Bypass Vulnerabilities
Medium
CVE-2022-20952
CVE-2023-20099
2023 Apr 03 2.0",Medium,"CVE-2022-20952
CVE-2023-20099",2023 Apr 03,2.0
"Cisco Identity Services Engine Insufficient Access Control Vulnerability
High
CVE-2022-20956
2023 Mar 31 1.6",High,CVE-2022-20956,2023 Mar 31,1.6
"Cisco Identity Services Engine Vulnerabilities
High
CVE-2022-20964
CVE-2022-20965 ...
2023 Mar 31 1.6",High,"CVE-2022-20964
CVE-2022-20965 ...",2023 Mar 31,1.6
"Cisco Identity Services Engine Cross-Site Scripting Vulnerability
Medium
CVE-2022-20959
2023 Mar 31 1.3",Medium,CVE-2022-20959,2023 Mar 31,1.3
"Cisco Application Policy Infrastructure Controller and Cisco Cloud Network Controller Cross-Site Request Forgery Vulnerability
High
CVE-2023-20011
2023 Mar 29 1.2",High,CVE-2023-20011,2023 Mar 29,1.2
"Cisco SD-WAN vManage Software Cluster Mode Cross-Site Request Forgery Vulnerability
Medium
CVE-2023-20113
2023 Mar 27 1.1",Medium,CVE-2023-20113,2023 Mar 27,1.1
"Framing Frames: Bypassing Wi-Fi Encryption by Manipulating Transmit Queues Affecting Multiple Cisco Products
Informational
2023 Mar 27 1.0",Informational,,2023 Mar 27,1.0
"Cisco IOS XE Software Privilege Escalation Vulnerability
Medium
CVE-2023-20029
2023 Mar 24 1.1",Medium,CVE-2023-20029,2023 Mar 24,1.1
"Cisco FXOS Software and UCS Manager Software Configuration Backup Static Key Vulnerability
Medium
CVE-2023-20016
2023 Mar 24 1.1",Medium,CVE-2023-20016,2023 Mar 24,1.1
